Contract_ID,Site_Name,specialist_site_type_code,Num_13_full,Den_13_full,Num_26_full,Den_26_full,Num_26_path,Den_26_path,Num_26_wrkast,Den_26_wrkast,Num_52_full,Den_52_full,Num_52_path,Den_52_path
0212895H,AimBig Employment GEELONG,AALL,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0212895H,AimBig Employment Pty Ltd GEELONG,AALL,0,0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0
0212897K,AimBig Employment CHINCHILLA,AALL,0,22,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0212897K,AimBig Employment DALBY,AALL,0,44,0.0,40.0,0.0,5.0,0.0,0.0,1.0,19.0,0.0,0.0
0212897K,AimBig Employment MILES,AALL,0,7,0.0,8.0,1.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0
0212897K,AimBig Employment ROMA,AALL,0,9,0.0,16.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0
0212898K,AimBig Employment AUBURN,AALL,0,36,0.0,24.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0
0212898K,AimBig Employment BAULKHAM HILLS,AALL,0,30,0.0,32.0,0.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0
0212898K,AimBig Employment HORNSBY,AALL,0,21,0.0,32.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0
0212898K,AimBig Employment PARRAMATTA,AALL,0,56,1.0,41.0,0.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0
0212899A,AimBig Employment CABRAMATTA,AALL,0,22,1.0,33.0,0.0,4.0,0.0,0.0,1.0,17.0,0.0,0.0
0212899A,AimBig Employment FAIRFIELD,AALL,0,37,3.0,19.0,0.0,2.0,0.0,0.0,2.0,18.0,0.0,0.0
0212900K,AimBig Employment DARLINGHURST,AALL,0,24,0.0,24.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0
0212900K,AimBig Employment LEICHHARDT,AALL,0,39,2.0,34.0,0.0,4.0,0.0,0.0,1.0,41.0,0.0,0.0
0212900K,AimBig Employment MARRICKVILLE,AALL,0,42,1.0,33.0,0.0,4.0,0.0,0.0,2.0,26.0,0.0,0.0
0212900K,AimBig Employment SURRY HILLS,AALL,0,40,1.0,41.0,0.0,5.0,0.0,0.0,1.0,38.0,0.0,0.0
0212900K,AimBig Employment SYDNEY,AALL,0,12,0.0,16.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0
0212901A,AimBig Employment LIVERPOOL,AALL,0,23,0.0,48.0,0.0,6.0,0.0,0.0,0.0,34.0,0.0,0.0
0212902B,AimBig Employment CAMPBELLTOWN,AALL,0,89,6.0,70.0,1.0,9.0,0.0,0.0,2.0,42.0,0.0,0.0
0212902B,AimBig Employment INGLEBURN,AALL,0,24,0.0,8.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0
0212903C,AimBig Employment PENRITH,(blank),0,30,2.0,42.0,0.0,5.0,0.0,0.0,2.0,34.0,0.0,0.0
0212904D,AimBig Employment HURSTVILLE,AALL,0,25,2.0,34.0,0.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0
0212904D,AimBig Employment MIRANDA,AALL,0,27,0.0,16.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0
0212904D,AimBig Employment ROCKDALE,AALL,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
