,Program,JOB_SEEKER_ID,CONTRACT_ID,SITE_CODE,SITE_DESCRIPTION,ESA_CODE,ESA Name,State,SPECIALIST_SITE_TYPE_CODE,Num_13_full,Den_13_full,Num_52,Den_52
5119,ESS,12292790,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
5120,ESS,4671167609,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5121,ESS,6268923709,0212897K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,AALL,,,,
5122,ESS,554120509,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
5123,DMS,20294010,0212861J,AC71,AimBig Employment ROSNY PARK,4HOB,Tasmania,TAS,AALL,,,,
5124,DMS,5860271004,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH,,,,
5125,ESS,9922179909,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
5126,DMS,9952044007,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5127,DMS,318300009,0212850F,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5128,DMS,1860690003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
5129,DMS,8470789709,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MENH,,,,
5130,DMS,1791261005,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,,,,
5131,DMS,1527483009,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
5132,DMS,7964177809,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5133,DMS,5050711019,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5134,ESS,1396106909,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
5135,DMS,5658270009,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
5136,DMS,784456909,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
5137,DMS,7181172809,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5138,DMS,3522748509,0212836H,N367,AimBig Employment PHILLIP,4ACQ,South East Sydney,ACT,MUSK,,,,
5139,DMS,7351184209,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
5140,DMS,9760814709,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
5141,DMS,5362157809,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
5142,DMS,3683370909,0212864A,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,MUSK,,,,
5143,DMS,3773070209,0212821A,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MUSK,,,,
5144,ESS,6975826009,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5145,DMS,9642911007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5146,DMS,7916393009,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,,,,
5147,DMS,832754007,0212867D,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MUSK,,,,
5148,ESS,2712920709,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5149,DMS,2539234009,0212828H,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
5150,DMS,6146728109,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
5151,DMS,3791998409,0212828H,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
5152,DMS,796567409,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
5153,ESS,6773175019,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5154,DMS,3553832003,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
5155,DMS,4274320005,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,,,,
5156,DMS,6583305909,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5157,DMS,1169943509,0212821A,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MUSK,,,,
5158,ESS,5586778909,0212889K,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
5159,DMS,691860,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,MENH,,,,
5160,DMS,18734790,0212836H,N367,AimBig Employment PHILLIP,4ACQ,South East Sydney,ACT,MUSK,,,,
5161,DMS,6399924109,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5162,DMS,1069141109,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
5163,DMS,5635317509,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
5164,ESS,4947280,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5165,DMS,97491909,0212830B,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
5166,DMS,1640512119,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5167,DMS,3225403109,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
5168,DMS,22085230,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
5169,DMS,5689745409,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,AALL,,,,
5170,ESS,7916351004,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5171,ESS,3918167509,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
5172,ESS,8023540,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
5173,ESS,17987200,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
5174,DMS,169365004,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,AALL,,,,
5175,ESS,915976309,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
5176,ESS,4393950,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
5177,DMS,4715001003,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5178,DMS,4764561007,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
5179,DMS,13065120,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,MUSK,,,,
5180,DMS,6440306909,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5181,ESS,9505620,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5182,DMS,2265540006,0212864A,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,MUSK,,,,
5183,DMS,21107770,0212836H,N367,AimBig Employment PHILLIP,4ACQ,South East Sydney,ACT,MUSK,,,,
5184,DMS,3215341709,0212850F,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5185,DMS,968489609,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MUSK,,,,
5186,DMS,3837104004,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
5187,ESS,7827096009,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
5188,DMS,841864309,0212818F,YA07,AimBig Employment Pty Ltd HASTINGS,4PEN,South Victoria,VIC,MENH,,,,
5189,DMS,9130238019,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
5190,DMS,8366202007,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5191,DMS,2463953209,0212791K,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,MENH,,,,
5192,DMS,1383470709,0212789F,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MENH,,,,
5193,ESS,6611447609,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
5194,DMS,2784124609,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
5195,DMS,718940003,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5196,DMS,1424722019,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5197,ESS,3321613409,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5198,DMS,4042660003,0212870K,ML27,AimBig Employment DUBBO,4ORA,Northern NSW,NSW,MENH,,,,
5199,DMS,8671365209,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
5200,DMS,1291361209,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK,,,,
5201,DMS,4561911509,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,,,,
5202,DMS,1401144709,0212866C,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MENH,,,,
5203,DMS,6924702809,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5204,DMS,1492763003,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK,,,,
5205,ESS,478821003,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5206,DMS,1494868909,0212828H,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
5207,ESS,1423942019,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
5208,DMS,16773380,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
5209,DMS,8522750003,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5210,DMS,1239382009,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
5211,DMS,1535481003,0212850F,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5212,DMS,8387774509,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5213,ESS,8402803019,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
5214,DMS,1433998709,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
5215,DMS,2232971004,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
5216,DMS,3891933119,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5217,DMS,153924003,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
5218,DMS,1155621209,0212866C,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MENH,,,,
5219,DMS,21478430,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
5220,DMS,6675245019,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5221,DMS,9572732209,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5222,DMS,7397930109,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
5223,ESS,211637209,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5224,DMS,8468803909,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
5225,DMS,775745909,0212836H,N367,AimBig Employment PHILLIP,4ACQ,South East Sydney,ACT,MUSK,,,,
5226,DMS,6229795809,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5227,DMS,7829006909,0212819G,YA07,AimBig Employment Pty Ltd HASTINGS,4PEN,South Victoria,VIC,MUSK,,,,
5228,ESS,8358356409,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5229,DMS,1522980005,0212791K,FW58,AimBig Employment Pty Ltd. SEATON,4WEA,South Australia,SA,MENH,,,,
5230,DMS,1687378309,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5231,DMS,9014281709,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5232,DMS,623567709,0212841E,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,,,,
5233,ESS,7618028003,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5234,DMS,205865309,0212830B,FV38,AimBig Employment DARWIN CITY,4DAR,Northern Territory,NT,AALL,,,,
5235,DMS,19033680,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
5236,DMS,8319506007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5237,DMS,21508950,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
5238,ESS,3575394003,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5239,DMS,9784006909,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
5240,DMS,2892930709,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL,,,,
5241,DMS,3503376309,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
5242,DMS,5739111007,0212822B,YA67,AimBig Employment Pty Ltd BACCHUS MARSH,4WES,Western Victoria,VIC,MENH,,,,
5243,DMS,4609000002,0212836H,N367,AimBig Employment PHILLIP,4ACQ,South East Sydney,ACT,MUSK,,,,
5244,DMS,5797171909,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
5245,DMS,6808131007,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
5246,ESS,5331530,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
5247,DMS,6353615007,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
5248,DMS,5473440,0212791K,FW58,AimBig Employment Pty Ltd. SEATON,4WEA,South Australia,SA,MENH,,,,
5249,ESS,22453510,0212898K,NW77,AimBig Employment HORNSBY,4CWS,Northern Sydney,NSW,AALL,,,,
5250,DMS,1153650,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
5251,ESS,6272190509,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5252,DMS,7450914409,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
5253,DMS,8005230019,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5254,ESS,1389860509,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
5255,DMS,1896974709,0212815C,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
5256,ESS,1494160709,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
5257,DMS,2593134109,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,,,,
5258,ESS,3557473509,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,AALL,,,,
5259,DMS,2888236003,0212850F,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5260,DMS,475799709,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5261,DMS,4590974007,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5262,ESS,9533230119,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
5263,DMS,3630380005,0212789F,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MENH,,,,
5264,DMS,5962951019,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
5265,ESS,4598032709,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
5266,ESS,6763040007,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
5267,DMS,18318810,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5268,DMS,3629431007,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5269,DMS,5362715109,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
5270,DMS,8215310007,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5271,ESS,3849607909,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
5272,ESS,5430082019,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5273,DMS,1786003004,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
5274,DMS,4195630004,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5275,DMS,12100960,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
5276,DMS,5697710709,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
5277,ESS,9042831109,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
5278,DMS,511702004,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5279,DMS,9812130004,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,MENH,,,,
5280,DMS,6750769809,0212866C,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MENH,,,,
5281,ESS,765486609,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
5282,DMS,9949531209,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
5283,DMS,2378181009,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
5284,DMS,2779052007,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
5285,DMS,8678182003,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL,,,,
5286,ESS,257156003,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5287,DMS,1187310005,0212791K,FW58,AimBig Employment Pty Ltd. SEATON,4WEA,South Australia,SA,MENH,,,,
5288,DMS,971637609,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5289,DMS,3301820007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5290,DMS,20577220,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
5291,DMS,7073648909,0212836H,N367,AimBig Employment PHILLIP,4ACQ,South East Sydney,ACT,MUSK,,,,
5292,DMS,13220480,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
5293,DMS,7600450007,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5294,DMS,8077720007,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
5295,DMS,2105812709,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
5296,DMS,21108890,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5297,DMS,5608210004,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
5298,DMS,18442500,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
5299,DMS,7285223019,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
5300,ESS,213103019,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL,,,,
5301,DMS,8088130001,0212830B,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
5302,ESS,257680109,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5303,ESS,1558269009,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,AALL,,,,
5304,DMS,1569126709,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
5305,DMS,7602341009,0212850F,FX78,Aimbig Employment WINDSOR,4NEP,South Western Sydney,NSW,AALL,,,,
5306,DMS,6652047709,0212790K,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MUSK,,,,
5307,DMS,1641111609,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5308,DMS,2730016019,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5309,DMS,2696040,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
5310,DMS,5892574007,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
5311,DMS,832617003,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
5312,DMS,2787935019,0212804K,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MENH,,,,
5313,,9386301003,,,,,,,,0.0,8.0,0.0,8.0
5314,,8538100019,,,,,,,,0.0,2.0,,
5315,,9277440019,,,,,,,,0.0,1.0,,
5316,,2580218019,,,,,,,,0.0,0.0,,
5317,,687762409,,,,,,,,0.0,0.0,,
5318,,1285516019,,,,,,,,0.0,0.0,,
5319,,693930,,,,,,,,0.0,0.0,,
5320,,758170509,,,,,,,,0.0,0.0,,
5321,,6590743003,,,,,,,,0.0,0.0,,
5322,,861639909,,,,,,,,0.0,0.0,,
5323,,4449170004,,,,,,,,0.0,0.0,,
5324,,7922400909,,,,,,,,0.0,8.0,,
5325,,9923186409,,,,,,,,0.0,0.0,,
5326,,2464218019,,,,,,,,0.0,0.0,,
5327,,9331683119,,,,,,,,0.0,2.0,,
5328,,6091507509,,,,,,,,0.0,0.0,,
5329,,124851004,,,,,,,,0.0,0.0,,
5330,,3210074019,,,,,,,,0.0,0.0,,
5331,,5023452809,,,,,,,,0.0,0.0,,
5332,,3921020003,,,,,,,,0.0,0.0,,
5333,,846010309,,,,,,,,0.0,3.0,,
5334,,1272832119,,,,,,,,0.0,4.0,,
5335,,5190478609,,,,,,,,0.0,2.0,,
5336,,2981440909,,,,,,,,0.0,0.0,,
5337,,6410979019,,,,,,,,0.0,0.0,,
5338,,6638544009,,,,,,,,0.0,0.0,,
5339,,5861201119,,,,,,,,0.0,0.0,,
5340,,4575284209,,,,,,,,0.0,0.0,,
5341,,8951946909,,,,,,,,0.0,0.0,,
5342,,6742073509,,,,,,,,0.0,2.0,,
5343,,9470522003,,,,,,,,0.0,8.0,,
5344,,2531607019,,,,,,,,0.0,8.0,,
5345,,6571650909,,,,,,,,0.0,2.0,,
5346,,1210848909,,,,,,,,0.0,2.0,,
5347,,4272675019,,,,,,,,0.0,0.0,,
5348,,2505075709,,,,,,,,0.0,5.0,,
5349,,739250,,,,,,,,0.0,8.0,,
5350,,436699709,,,,,,,,0.0,2.0,,
5351,,1096930,,,,,,,,0.0,2.0,,
5352,,397637009,,,,,,,,0.0,6.0,,
5353,,4822192119,,,,,,,,0.0,5.0,,
5354,,1119440,,,,,,,,0.0,0.0,,
5355,,121090,,,,,,,,0.0,5.0,,
5356,,2299994003,,,,,,,,0.0,2.0,,
5357,,8773315509,,,,,,,,0.0,8.0,,
5358,,7272646909,,,,,,,,0.0,2.0,,
5359,,4562087019,,,,,,,,0.0,8.0,,
5360,,1070820,,,,,,,,0.0,4.0,,
5361,,6515662709,,,,,,,,0.0,6.0,,
5362,,4352989019,,,,,,,,0.0,4.0,,
5363,,892340007,,,,,,,,0.0,0.0,,
5364,,946100002,,,,,,,,0.0,0.0,,
5365,,5313574009,,,,,,,,0.0,2.0,,
5366,,3554655109,,,,,,,,0.0,0.0,,
5367,,3992961119,,,,,,,,0.0,0.0,,
5368,,3801646509,,,,,,,,0.0,0.0,,
5369,,8228603709,,,,,,,,0.0,8.0,,
5370,,4627938409,,,,,,,,0.0,5.0,,
5371,,1546165409,,,,,,,,0.0,0.0,,
5372,,5504924009,,,,,,,,0.0,0.0,,
5373,,6783241709,,,,,,,,0.0,0.0,,
5374,,1464185109,,,,,,,,0.0,8.0,,
5375,,4777060709,,,,,,,,0.0,0.0,,
5376,,7982571309,,,,,,,,0.0,0.0,,
5377,,3739141609,,,,,,,,0.0,5.0,,
5378,,7069969909,,,,,,,,0.0,0.0,,
5379,,981822909,,,,,,,,0.0,0.0,,
5380,,7855642709,,,,,,,,0.0,5.0,,
5381,,9955621004,,,,,,,,0.0,8.0,,
5382,,8763500001,,,,,,,,0.0,2.0,,
5383,,2551078809,,,,,,,,0.0,2.0,,
5384,,9059492003,,,,,,,,0.0,0.0,,
5385,,310192119,,,,,,,,0.0,5.0,,
5386,,5376251019,,,,,,,,0.0,2.0,,
5387,,5665601409,,,,,,,,0.0,4.0,,
5388,,3249673003,,,,,,,,0.0,0.0,,
5389,,8235544019,,,,,,,,0.0,2.0,,
5390,,8138165709,,,,,,,,0.0,0.0,,
