,JOB_SEEKER_ID,Contract_ID,Site_Name,specialist_site_type_code,Num_13_full_exp,Num_26_full_exp,Num_26_path_exp,Num_26_wrkast_exp,Num_52_full_exp,Num_52_path_exp
858,4970243109,0212849B,AimBig Employment INGLEBURN,AALL,1.0,0.0,0.0,0.0,0.0,0.0
859,9136322004,0212846K,AimBig Employment BURWOOD,MENH,1.0,1.0,0.0,0.0,0.0,0.0
860,15365860,0212791K,AimBig Employment MILE END,MENH,1.0,1.0,0.0,0.0,1.0,0.0
861,581860004,0212793B,AimBig Employment SURFERS PARADISE,MENH,0.0,0.0,0.0,0.0,0.0,0.0
862,631628809,0212881B,AimBig Employment THE ENTRANCE,AALL,0.0,0.0,0.0,0.0,0.0,0.0
863,1654772209,0212793B,AimBig Employment SOUTHPORT,MENH,0.0,0.0,0.0,0.0,0.0,0.0
864,8345392003,0212793B,AimBig Employment SOUTHPORT,MENH,1.0,0.0,0.0,0.0,0.0,0.0
865,156311109,0212829J,AimBig Employment CASINO,AALL,1.0,1.0,0.0,0.0,1.0,0.0
866,5447184003,0212814B,AimBig Employment TAMWORTH,AALL,1.0,1.0,0.0,0.0,1.0,0.0
867,2350930019,0212855K,AimBig Employment HURSTVILLE,AALL,1.0,0.0,0.0,0.0,0.0,0.0
868,7278773109,0212902B,AimBig Employment CAMPBELLTOWN,AALL,0.0,0.0,0.0,0.0,1.0,0.0
869,13900800,0212895H,AimBig Employment CORIO,AALL,0.0,0.0,0.0,0.0,0.0,0.0
870,7581141007,0212822B,AimBig Employment TAYLORS LAKES,MENH,0.0,0.0,0.0,0.0,0.0,0.0
871,691881209,0212814B,AimBig Employment TAMWORTH,AALL,1.0,0.0,1.0,0.0,0.0,0.0
872,5677220,0212823C,AimBig Employment TAYLORS LAKES,MUSK,0.0,0.0,0.0,0.0,0.0,0.0
873,1375375909,0212904D,AimBig Employment MIRANDA,AALL,1.0,1.0,0.0,0.0,1.0,0.0
874,7352646019,0212848A,AimBig Employment LIVERPOOL,AALL,1.0,0.0,0.0,0.0,0.0,0.0
875,5000344003,0212900K,AimBig Employment LEICHHARDT,AALL,0.0,0.0,0.0,0.0,0.0,0.0
876,868936003,0212812K,AimBig Employment WOY WOY,AALL,0.0,0.0,0.0,0.0,0.0,0.0
877,967572007,0212822B,AimBig Employment Pty Ltd ST ALBANS,MENH,0.0,0.0,0.0,0.0,0.0,0.0
878,1366201008,0212904D,AimBig Employment MIRANDA,AALL,1.0,1.0,0.0,0.0,0.0,0.0
879,5222510,0212821A,AimBig Employment EPPING,MUSK,1.0,0.0,0.0,0.0,0.0,0.0
880,2070727509,0212841E,AimBig Employment AUBURN,AALL,1.0,0.0,0.0,0.0,0.0,0.0
881,10789750,0212817E,AimBig Employment GLENROY,AALL,0.0,1.0,0.0,0.0,0.0,0.0
882,3045626809,0212845J,AimBig Employment SYDNEY,AALL,1.0,1.0,0.0,0.0,1.0,0.0
