,Job_Seeker_ID,Num_13,Den_13,Site_Name,Contract_ID,specialist_site_type_code
0,5858035809,0,4,AimBig Employment TOOWONG,0212879H,AALL
0,6089730005,0,8,AimBig Employment ROCKINGHAM,0212831C,MENH
0,4124502809,0,6,AimBig Employment CALOUNDRA,0212874C,(blank)
0,6019716019,0,4,AimBig Employment BROADMEADOW,0212884E,AALL
0,6186022004,0,3,AimBig Employment CAIRNS CITY,0212798G,MENH
0,5634190209,0,8,AimBig Employment TAMWORTH,0212883D,(blank)
0,4152024019,0,0,AimBig Employment FRANKSTON,0212818F,MENH
0,733860709,0,0,AimBig Employment MARRICKVILLE,0212900K,AALL
0,2389563004,0,0,AimBig Employment MIRANDA,0212855K,AALL
0,2605240,0,8,Aimbig Employment LAUNCESTON,0212865B,(blank)
0,3692323509,0,4,AimBig Employment BUNBURY,0212810J,MENH
0,8546780,0,8,AimBig Employment AITKENVALE,0212804K,MENH
0,5312450,0,3,AimBig Employment NORTH LAKES,0212795D,AALL
0,1669780,0,0,AimBig Employment KANWAL,0212881B,AALL
0,3003575909,0,6,AimBig Employment INGLEBURN,0212849B,AALL
0,4435298909,0,8,AimBig Employment PENRITH,0212850F,AALL
0,7655043003,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,3703084109,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,1092078109,0,8,AimBig Employment MIRANDA,0212904D,AALL
0,492956809,0,3,AimBig Employment PORT MACQUARIE,0212888J,(blank)
0,6963493909,0,8,AimBig Employment PHILLIP,0212835G,(blank)
0,8415378409,0,8,AimBig Employment LISMORE,0212829J,AALL
0,9626933209,0,6,AimBig Employment PORT MACQUARIE,0212888J,(blank)
0,5566530,0,8,AimBig Employment PORT MACQUARIE,0212888J,(blank)
0,3618406109,0,8,AimBig Employment PORT MACQUARIE,0212888J,(blank)
0,136713909,0,4,AimBig Employment BROADMEADOW,0212815C,AALL
0,661171209,0,4,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,1569022509,0,0,AimBig Employment BROADMEADOW,0212884E,AALL
0,8195101509,0,4,AimBig Employment THE ENTRANCE,0212881B,AALL
0,2844973003,0,8,AimBig Employment AUBURN,0212841E,AALL
0,694277109,0,0,AimBig Employment THE ENTRANCE,0212881B,AALL
0,5463920,0,4,AimBig Employment FAIRFIELD,0212844H,AALL
0,3048320002,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,774749509,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,2262391809,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,2902449409,0,8,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,5144997709,0,5,AimBig Employment JOONDALUP,0212833E,MENH
0,2180551909,0,4,AimBig Employment CAMPSIE,0212840D,MUSK
0,4737970007,0,4,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,7704237609,0,3,AimBig Employment BROADMEADOWS,0212886G,AALL
0,5582491119,0,3,AimBig Employment SYDNEY,0212845J,AALL
0,9763828809,0,8,AimBig Employment KANWAL,0212881B,AALL
0,2378336409,0,6,AimBig Employment ROCKHAMPTON CITY,0212800G,MENH
0,154146509,0,0,AimBig Employment KANWAL,0212881B,AALL
0,2476240019,0,4,AimBig Employment TIWI,0212830B,AALL
0,7019347909,0,6,AimBig Employment LIVERPOOL,0212901A,AALL
0,3639470,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,6267061004,0,8,AimBig Employment HYDE PARK,0212804K,MENH
0,1686443009,0,8,AimBig Employment LIVERPOOL,0212901A,AALL
0,12790330,0,8,AimBig Employment AUBURN,0212841E,AALL
0,8455948809,0,6,AimBig Employment AUBURN,0212898K,AALL
0,2157890,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,784307909,0,5,AimBig Employment TOOWONG,0212879H,AALL
0,5145930007,0,0,AimBig Employment CORIO,0212895H,AALL
0,8979930,0,4,AimBig Employment MILE END,0212792A,(blank)
0,6046005019,0,0,AimBig Employment GOSFORD,0212881B,AALL
0,3250262709,0,3,AimBig Employment MILE END,0212791K,MENH
0,734501003,0,8,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,983074003,0,8,AimBig Employment BROADMEADOW,0212815C,AALL
0,3627169709,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,3698974003,0,0,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,3113876009,0,0,AimBig Employment BROADMEADOWS,0212886G,AALL
0,7880213909,0,4,AimBig Employment SURRY HILLS,0212845J,AALL
0,7850809809,0,4,AimBig Employment MARRICKVILLE,0212845J,AALL
0,4088820109,0,4,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,1076055003,0,4,AimBig Employment BAULKHAM HILLS,0212898K,AALL
0,10913470,0,0,AimBig Employment DEAKIN,0212836H,MUSK
0,4077030,0,4,AimBig Employment MARRICKVILLE,0212900K,AALL
0,7852110,0,0,AimBig Employment HURSTVILLE,0212904D,AALL
0,8757196609,0,0,AimBig Employment AUBURN,0212898K,AALL
0,1692112709,0,0,AimBig Employment CORIO,0212862K,AALL
0,8216422509,0,5,AimBig Employment HURSTVILLE,0212904D,AALL
0,14260530,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,5110310,0,0,AimBig Employment PROSPECT,0212789F,(blank)
0,7230492019,0,4,AimBig Employment ROCKDALE,0212904D,AALL
0,618969309,0,8,AimBig Employment MARRICKVILLE,0212900K,AALL
0,3111090,0,8,AimBig Employment MARRICKVILLE,0212900K,AALL
0,2044920,0,5,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,14416410,0,0,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,1278200,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,7749774004,0,2,AimBig Employment TOOWONG,0212795D,AALL
0,1663136003,0,3,AimBig Employment KANWAL,0212812K,AALL
0,6099288109,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,8412421409,0,4,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,2317417009,0,8,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,5573300,0,8,AimBig Employment NORTH LAKES,0212879H,AALL
0,6477629309,0,0,AimBig Employment DARLINGHURST,0212900K,AALL
0,4381845019,0,0,AimBig Employment HURSTVILLE,0212904D,AALL
0,2778282009,0,0,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,3685120003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,11609620,0,0,AimBig Employment MELBOURNE,0212825E,MUSK
0,7869820003,0,8,AimBig Employment BANKSTOWN,0212840D,MUSK
0,88838709,0,4,AimBig Employment CABRAMATTA,0212844H,AALL
0,913740119,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,9717067609,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,2672270,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,1390858909,0,4,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,12331580,0,0,AimBig Employment DARWIN CITY,0212830B,AALL
0,1891519019,0,0,AimBig Employment GOSFORD,0212812K,AALL
0,8315765019,0,8,AimBig Employment LISMORE,0212829J,AALL
0,13045680,0,5,AimBig Employment KANWAL,0212812K,AALL
0,1334882509,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,4854935003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,1677180,0,4,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,3369610003,0,5,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,2919880,0,6,AimBig Employment PARRAMATTA,0212898K,AALL
0,7243376003,0,8,AimBig Employment MIRANDA,0212904D,AALL
0,1030118019,0,8,AimBig Employment AUBURN,0212898K,AALL
0,63542009,0,8,AimBig Employment CHERMSIDE,0212795D,AALL
0,5121510,0,8,AimBig Employment AITKENVALE,0212804K,MENH
0,9009695509,0,8,AimBig Employment MAITLAND,0212882C,AALL
0,2106130909,0,8,AimBig Employment TOOWONG,0212795D,AALL
0,883699209,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,708369109,0,4,AimBig Employment EPPING,0212820K,MENH
0,3282720,0,4,AimBig Employment GLEN INNES,0212828H,AALL
0,6418434709,0,8,AimBig Employment CAIRNS CITY,0212798G,MENH
0,9386839509,0,4,AimBig Employment GLEN INNES,0212889K,AALL
0,8361049809,0,4,AimBig Employment HURSTVILLE,0212904D,AALL
0,2945435809,0,4,AimBig Employment TOOWONG,0212879H,AALL
0,8197210509,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,49641003,0,0,AimBig Employment PARRAMATTA,0212898K,AALL
0,5591020,0,0,AimBig Employment LEICHHARDT,0212900K,AALL
0,5229739809,0,6,AimBig Employment CABRAMATTA,0212899A,AALL
0,8598667109,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,463100006,0,4,AimBig Employment BURWOOD,0212847K,MUSK
0,9093255909,0,0,AimBig Employment AUBURN,0212898K,AALL
0,8121370,0,4,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,1441270,0,3,AimBig Employment MAITLAND,0212813A,AALL
0,8601003,0,4,AimBig Employment WOOLLOONGABBA,0212797F,(blank)
0,8569278809,0,5,AimBig Employment LISMORE,0212890C,(blank)
0,2869372309,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,4394800,0,8,AimBig Employment BANKSTOWN,0212840D,MUSK
0,4305122909,0,4,AimBig Employment CAMPSIE,0212839K,MENH
0,4843590,0,4,AimBig Employment CAIRNS CITY,0212798G,MENH
0,5971329409,0,4,AimBig Employment BURWOOD,0212847K,MUSK
0,381344709,0,4,AimBig Employment CHERMSIDE,0212879H,AALL
0,11412130,0,0,AimBig Employment MACQUARIE PARK,0212851G,(blank)
0,5252790,0,4,AimBig Employment FAIRFIELD,0212844H,AALL
0,9714650007,0,4,AimBig Employment BANKSTOWN,0212839K,MENH
0,7625297809,0,5,AimBig Employment CABRAMATTA,0212844H,AALL
0,618210,0,8,AimBig Employment LIVERPOOL,0212848A,AALL
0,398681109,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,8149399709,0,6,AimBig Employment EPPING,0212820K,MENH
0,805368709,0,4,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,8525530004,0,0,AimBig Employment ROMA,0212838K,AALL
0,12104950,0,4,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,8000679809,0,0,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,2512824009,0,5,AimBig Employment DALBY,0212897K,AALL
0,660384909,0,8,AimBig Employment NORTH LAKES,0212795D,AALL
0,11946730,0,0,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,1143596809,0,0,AimBig Employment HURSTVILLE,0212904D,AALL
0,6773835003,0,3,AimBig Employment CAIRNS CITY,0212798G,MENH
0,7393718003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,842598409,0,4,AimBig Employment TOOWONG,0212879H,AALL
0,3277954003,0,4,AimBig Employment COFFS HARBOUR,0212826F,AALL
0,4800420909,0,8,AimBig Employment COFFS HARBOUR,0212826F,AALL
0,8699392709,0,0,AimBig Employment NAMBUCCA HEADS,0212826F,AALL
0,5305420002,0,0,AimBig Employment CABRAMATTA,0212899A,AALL
0,523990,0,4,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,3940598409,0,8,AimBig Employment MITCHELTON,0212795D,AALL
0,1572493119,0,8,AimBig Employment MIRANDA,0212855K,AALL
0,7053427009,0,8,AimBig Employment LISMORE,0212829J,AALL
0,1651540003,0,6,AimBig Employment INVERELL,0212889K,AALL
0,9440804109,0,0,AimBig Employment ROCKDALE,0212904D,AALL
0,12690600,0,4,AimBig Employment CHATSWOOD,0212851G,(blank)
0,4478302003,0,0,AimBig Employment LISMORE,0212829J,AALL
0,3493556909,0,8,AimBig Employment KANWAL,0212881B,AALL
0,6051730003,0,4,AimBig Employment LEICHHARDT,0212900K,AALL
0,7002051409,0,8,AimBig Employment ROCKINGHAM,0212831C,MENH
0,360818809,0,0,AimBig Employment MAITLAND,0212882C,AALL
0,2306721909,0,4,AimBig Employment AUBURN,0212841E,AALL
0,5848470,0,8,AimBig Employment MAITLAND,0212882C,AALL
0,2439167709,0,4,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,7947783019,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,8891242119,0,4,AimBig Employment CHERMSIDE,0212795D,AALL
0,8749333003,0,0,AimBig Employment FAIRFIELD,0212899A,AALL
0,6297926109,0,8,AimBig Employment INVERELL,0212889K,AALL
0,2238834409,0,3,AimBig Employment NORTH LAKES,0212795D,AALL
0,7613249609,0,4,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,5509973109,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,637920003,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,8861324003,0,8,AimBig Employment LEICHHARDT,0212900K,AALL
0,9509177909,0,8,AimBig Employment LEICHHARDT,0212845J,AALL
0,378103209,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,6354316909,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,8244370809,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,954680,0,4,AimBig Employment CAIRNS CITY,0212798G,MENH
0,6090831909,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,2001423109,0,8,AimBig Employment MOONEE PONDS,0212886G,AALL
0,9448925003,0,2,AimBig Employment MOUNT DRUITT,0212854K,MUSK
0,7227106609,0,8,AimBig Employment AUBURN,0212841E,AALL
0,8331296509,0,4,AimBig Employment CABRAMATTA,0212899A,AALL
0,8446236709,0,0,AimBig Employment CHERMSIDE,0212879H,AALL
0,1210990019,0,8,AimBig Employment TOOWONG,0212879H,AALL
0,1495310,0,0,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,9270825019,0,6,AimBig Employment WOLLONGONG,0212856A,(blank)
0,5640373004,0,8,AimBig Employment PROSPECT,0212790K,MUSK
0,529630,0,8,AimBig Employment TOOWONG,0212879H,AALL
0,921139209,0,8,AimBig Employment INGLEBURN,0212902B,AALL
0,1362660309,0,0,AimBig Employment MILE END,0212792A,(blank)
0,7662142119,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,2737232003,0,0,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,3873551609,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,1294661909,0,0,AimBig Employment INVERELL,0212828H,AALL
0,7962547709,0,0,AimBig Employment PARRAMATTA,0212841E,AALL
0,11679500,0,0,AimBig Employment LISMORE,0212829J,AALL
0,7891730009,0,4,AimBig Employment PENRITH,0212903C,(blank)
0,4350701709,0,4,AimBig Employment BROADMEADOW,0212815C,AALL
0,3667026409,0,4,AimBig Employment BANKSTOWN,0212839K,MENH
0,4652943019,0,8,AimBig Employment ETTALONG BEACH,0212881B,AALL
0,5948811909,0,6,AimBig Employment BANKSTOWN,0212839K,MENH
0,2600421119,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,598733003,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,4390781003,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,8338543003,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,2946530,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,9168484509,0,5,AimBig Employment AUBURN,0212898K,AALL
0,7416003709,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,3525649109,0,4,AimBig Employment MOONEE PONDS,0212817E,AALL
0,1753762003,0,8,AimBig Employment LIVERPOOL,0212901A,AALL
0,9345919909,0,8,AimBig Employment LEICHHARDT,0212900K,AALL
0,5656768409,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,3717567709,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,14544000,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,7345243003,0,8,AimBig Employment LIVERPOOL,0212848A,AALL
0,2106499409,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,9776674509,0,0,AimBig Employment COFFS HARBOUR,0212887H,(blank)
0,997323004,0,5,AimBig Employment MOUNT DRUITT,0212854K,MUSK
0,9884541003,0,8,AimBig Employment NORTH LAKES,0212879H,AALL
0,6086190019,0,0,AimBig Employment COFFS HARBOUR,0212826F,AALL
0,4646470003,0,0,AimBig Employment KANWAL,0212881B,AALL
0,2618503709,0,5,AimBig Employment PORT MACQUARIE,0212888J,(blank)
0,5741760,0,0,AimBig Employment KANWAL,0212881B,AALL
0,2430400609,0,4,AimBig Employment GOSFORD,0212812K,AALL
0,7113880909,0,0,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,9711132409,0,5,AimBig Employment CAIRNS CITY,0212798G,MENH
0,8967424003,0,0,AimBig Employment FAIRFIELD,0212844H,AALL
0,6680122004,0,0,AimBig Employment GLEN INNES,0212828H,AALL
0,3138168809,0,4,AimBig Employment FAIRFIELD,0212844H,AALL
0,2520797909,0,4,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,3501709709,0,8,AimBig Employment ROCKDALE,0212855K,AALL
0,1276504709,0,0,AimBig Employment CASINO,0212829J,AALL
0,2921761119,0,4,AimBig Employment BUNBURY,0212810J,MENH
0,2423425809,0,4,AimBig Employment BROADMEADOW,0212884E,AALL
0,6278885709,0,0,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,6734659209,0,4,AimBig Employment PORT MACQUARIE,0212827G,(blank)
0,2129292019,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,4210985109,0,8,AimBig Employment LEICHHARDT,0212845J,AALL
0,9670210209,0,8,AimBig Employment BAULKHAM HILLS,0212841E,AALL
0,2830000119,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,324324004,0,8,AimBig Employment MITCHELTON,0212795D,AALL
0,5843305709,0,0,AimBig Employment BANKSTOWN,0212840D,MUSK
0,780017019,0,8,AimBig Employment THE ENTRANCE,0212881B,AALL
0,9561416209,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,3465353003,0,0,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,6116820,0,4,AimBig Employment INGLEBURN,0212902B,AALL
0,7371534209,0,4,AimBig Employment PROSPECT,0212790K,MUSK
0,3452331003,0,8,AimBig Employment SYDNEY,0212900K,AALL
0,8309997709,0,3,AimBig Employment FRANKSTON,0212819G,MUSK
0,6932333709,0,4,AimBig Employment HEIDELBERG,0212820K,MENH
0,1855492003,0,6,AimBig Employment FAIRFIELD,0212844H,AALL
0,2548302019,0,0,AimBig Employment PROSPECT,0212790K,MUSK
0,897704609,0,0,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,4359981003,0,6,AimBig Employment CABRAMATTA,0212899A,AALL
0,1189315019,0,8,AimBig Employment MITCHELTON,0212879H,AALL
0,1574661007,0,5,AimBig Employment FRANKSTON,0212818F,MENH
0,7281047009,0,4,AimBig Employment MITCHELTON,0212795D,AALL
0,539471409,0,3,AimBig Employment TOOWONG,0212879H,AALL
0,1211510,0,4,AimBig Employment NORTH LAKES,0212795D,AALL
0,1593206809,0,8,AimBig Employment THE ENTRANCE,0212881B,AALL
0,451780,0,8,AimBig Employment CALOUNDRA,0212875D,MUSK
0,41490007,0,0,AimBig Employment TOOWONG,0212879H,AALL
0,2318516109,0,8,AimBig Employment BERRIMAH,0212891D,AALL
0,34622007,0,0,AimBig Employment WERRIBEE,0212823C,MUSK
0,9419200002,0,8,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,3195206909,0,0,AimBig Employment MOONEE PONDS,0212817E,AALL
0,2876377109,0,0,AimBig Employment NEWPORT,0212822B,MENH
0,8188471109,0,0,AimBig Employment SUNSHINE,0212823C,MUSK
0,3063049209,0,0,AimBig Employment WERRIBEE,0212822B,MENH
0,6062802019,0,8,AimBig Employment CAMPBELLTOWN,0212849B,AALL
0,5116563309,0,4,AimBig Employment MOONEE PONDS,0212886G,AALL
0,5567050,0,8,AimBig Employment FAIRFIELD,0212899A,AALL
0,9088249809,0,5,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,9009119709,0,4,AimBig Employment TOOWONG,0212879H,AALL
0,1259102008,0,8,AimBig Employment ROCKINGHAM,0212831C,MENH
0,1015200006,0,5,AimBig Employment ROCKINGHAM,0212831C,MENH
0,1082103009,0,0,AimBig Employment ROCKDALE,0212855K,AALL
0,14123090,0,5,AimBig Employment HEIDELBERG,0212820K,MENH
0,2253458509,0,0,AimBig Employment CAIRNS CITY,0212799H,MUSK
0,6646923007,0,0,AimBig Employment CRAIGIEBURN,0212886G,AALL
0,8793452609,0,4,AimBig Employment NORTH LAKES,0212879H,AALL
0,1761327509,0,4,AimBig Employment NORTH LAKES,0212879H,AALL
0,4135040004,0,0,AimBig Employment ROMA,0212897K,AALL
0,2660912409,0,8,AimBig Employment AUBURN,0212841E,AALL
0,692318709,0,8,AimBig Employment MIRANDA,0212904D,AALL
0,3496720,0,0,AimBig Employment MAITLAND,0212882C,AALL
0,7104352003,0,0,AimBig Employment SURRY HILLS,0212900K,AALL
0,641252003,0,4,AimBig Employment PARRAMATTA,0212841E,AALL
0,5581567009,0,0,AimBig Employment WOOLLOONGABBA,0212796E,(blank)
0,4966811004,0,0,AimBig Employment HYDE PARK,0212804K,MENH
0,1735214509,0,8,AimBig Employment FORTITUDE VALLEY,0212795D,AALL
0,2253434209,0,8,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,2869931109,0,4,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,4347316409,0,0,AimBig Employment NORTH LAKES,0212795D,AALL
0,2510647809,0,6,AimBig Employment PARRAMATTA,0212898K,AALL
0,2360260,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,8844680003,0,0,AimBig Employment SURFERS PARADISE,0212793B,MENH
0,8873252004,0,3,AimBig Employment TOOWONG,0212795D,AALL
0,466651909,0,5,AimBig Employment MOONEE PONDS,0212817E,AALL
0,5762458509,0,5,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,4785933003,0,0,AimBig Employment SURFERS PARADISE,0212794C,(blank)
0,7084322003,0,8,AimBig Employment GLEN INNES,0212889K,AALL
0,425621709,0,0,AimBig Employment SYDNEY,0212900K,AALL
0,891700,0,0,AimBig Employment BROADMEADOW,0212884E,AALL
0,489997003,0,0,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,1129062909,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,215128003,0,6,AimBig Employment CABRAMATTA,0212844H,AALL
0,7072823709,0,4,AimBig Employment CABRAMATTA,0212844H,AALL
0,595379509,0,0,AimBig Employment BALLARAT CENTRAL,0212859D,MENH
0,16468820,0,8,AimBig Employment MOONEE PONDS,0212817E,AALL
0,629780209,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,7436362003,0,8,AimBig Employment FAIRFIELD,0212844H,AALL
0,505710008,0,0,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,1650722003,0,3,AimBig Employment CESSNOCK,0212813A,AALL
0,269212409,0,0,AimBig Employment PENRITH,0212903C,(blank)
0,2371059909,0,8,AimBig Employment BURLEIGH HEADS,0212793B,MENH
0,5838440,0,8,AimBig Employment TOOWONG,0212795D,AALL
0,269714709,0,0,AimBig Employment SYDNEY,0212845J,AALL
0,9983739909,0,0,AimBig Employment INVERELL,0212889K,AALL
0,3090607309,0,0,AimBig Employment MILES,0212838K,AALL
0,440570809,0,0,AimBig Employment SINGLETON,0212885F,(blank)
0,8103374509,0,0,AimBig Employment WARRNAMBOOL,0212863K,MENH
0,3918420509,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,5974520609,0,8,AimBig Employment PENRITH,0212850F,AALL
0,399112003,0,0,AimBig Employment PARRAMATTA,0212841E,AALL
0,893541019,0,0,AimBig Employment BONDI JUNCTION,0212843G,MUSK
0,7122699909,0,0,AimBig Employment CABRAMATTA,0212899A,AALL
0,3750068409,0,6,AimBig Employment WOY WOY,0212881B,AALL
0,4440485709,0,6,AimBig Employment FORTITUDE VALLEY,0212879H,AALL
0,5516591809,0,0,AimBig Employment CRAIGIEBURN,0212817E,AALL
0,8269395609,0,5,AimBig Employment NORTH LAKES,0212879H,AALL
0,5144622209,0,4,AimBig Employment TIWI,0212891D,AALL
0,6357875109,0,0,AimBig Employment DARLINGHURST,0212900K,AALL
0,7143397019,0,0,AimBig Employment MILDURA,0212866C,MENH
0,5725990,0,5,AimBig Employment CORIO,0212895H,AALL
0,2320271809,0,4,AimBig Employment ROCKINGHAM,0212831C,MENH
0,8932100007,0,8,AimBig Employment BANKSTOWN,0212839K,MENH
0,1215126003,0,0,AimBig Employment ROCKDALE,0212855K,AALL
0,2973314409,0,8,AimBig Employment COFFS HARBOUR,0212826F,AALL
0,3909870709,0,0,AimBig Employment CORIO,0212862K,AALL
0,7217342007,0,0,AimBig Employment CORIO,0212862K,AALL
0,9008767409,0,0,AimBig Employment CORIO,0212895H,AALL
0,6132270,0,0,AimBig Employment LISMORE,0212890C,(blank)
0,5706887909,0,0,AimBig Employment CORIO,0212862K,AALL
0,137244309,0,0,AimBig Employment LIVERPOOL,0212848A,AALL
0,4117730,0,4,AimBig Employment GOSFORD,0212881B,AALL
0,3163579809,0,4,AimBig Employment FORTITUDE VALLEY,0212795D,AALL
0,5621556909,0,2,AimBig Employment MOONEE PONDS,0212886G,AALL
0,2975979609,0,8,AimBig Employment MACKAY,0212802J,MENH
0,6765222003,0,8,AimBig Employment TAMWORTH,0212814B,AALL
0,2738184019,0,4,AimBig Employment PARRAMATTA,0212898K,AALL
0,1454507609,0,8,AimBig Employment CAMPBELLTOWN,0212902B,AALL
0,1687770109,0,8,AimBig Employment NAMBUCCA HEADS,0212887H,(blank)
0,6138883003,0,0,AimBig Employment CASINO,0212829J,AALL
0,11482280,0,0,AimBig Employment WERRIBEE,0212823C,MUSK
0,4553830,0,4,AimBig Employment FAIRFIELD,0212844H,AALL
0,7874884209,0,6,AimBig Employment MOONEE PONDS,0212886G,AALL
0,4807420,0,0,AimBig Employment PENRITH,0212850F,AALL
0,15041020,0,4,AimBig Employment MOUNT DRUITT,0212853J,MENH
0,7566946209,0,4,AimBig Employment FAIRFIELD,0212899A,AALL
0,7193306709,0,4,AimBig Employment NORTH LAKES,0212879H,AALL
0,6162651004,0,6,AimBig Employment INVERELL,0212889K,AALL
0,4007321003,0,2,AimBig Employment LEICHHARDT,0212845J,AALL
0,4537887809,0,5,Aimbig Employment LAUNCESTON,0212893F,AALL
0,5949946003,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,6422471019,0,8,AimBig Employment MACKAY,0212802J,MENH
0,6360352007,0,5,AimBig Employment MILDURA,0212866C,MENH
0,772490,0,0,AimBig Employment LIVERPOOL,0212848A,AALL
0,2658390509,0,8,AimBig Employment TOOWONG,0212795D,AALL
0,8900787909,0,8,AimBig Employment CALOUNDRA,0212875D,MUSK
0,6053519109,0,8,AimBig Employment UPPER MOUNT GRAVATT,0212796E,(blank)
0,5653699109,0,0,AimBig Employment TIWI,0212830B,AALL
0,1559575019,0,3,AimBig Employment JOONDALUP,0212833E,MENH
0,11294840,0,8,AimBig Employment CABRAMATTA,0212844H,AALL
0,3354932309,0,0,AimBig Employment INVERELL,0212889K,AALL
0,275343007,0,8,AimBig Employment MILDURA,0212866C,MENH
0,9513972509,0,8,AimBig Employment TOOWONG,0212879H,AALL
0,4394110,0,4,AimBig Employment BANKSTOWN,0212840D,MUSK
0,7882548809,0,8,AimBig Employment CABRAMATTA,0212899A,AALL
0,7574979509,0,4,AimBig Employment ROMA,0212897K,AALL
0,253318003,0,0,AimBig Employment CAMPBELLTOWN,0212849B,AALL
